name of company,college name,region,year
BITWISE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
L & T INFOTECH,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ACCENTURE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ATIDAN,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
MASTEK,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
TORRENT POWER,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
HEXAWARE TECHN,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
EXADATUM,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
HCL SYSTEMS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
JOHNSON CONTROLS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
HONEYWELL,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
SIEMENS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
EMCO,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
MASTEK,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
NEOSOFT TECHNOLOGIES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
NUCSOFT,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
SYNTEL INDIA LTD.,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
VVF LTD.,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
SAVITA CHEMICALS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
LOGICON,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
AMAZON,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
SQUAD INFOTECH,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
POLARIS SOFTWARE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
RELIANCE JIO,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ACTY SYSTEMS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
XL DYNAMICS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
METRO ONE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
MILESOFT,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ALLERIN TECHNOLOGIES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
TECH INT,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
TCS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
SWABHAV TECH LABS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
SIKRAFT TECHNOLOGIES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
EMCO,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
PERSISTENT TECHNOLOGIES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
VECTOR PROJECTS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ACTY SYSYTEMS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
QUINNOX TECHNOLOGIES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
MERCE TECHNOLOGIES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
INTERTEC SOFTWARE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
TEJAS NETWORKING,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
EMERSON,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
MPHASIS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
VISA POWER TECH,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ACCENTURE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
AMDOCS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
ORACLE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
INFOSYS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
WORKS APPLICATION,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
MORGAN STANLEY,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
TECH MAHINDRA,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
LARSEN & TOUBRO IT,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
TATA,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
CAPGEMINI,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
ATOS ORIGIN,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
SIEMENS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
MAESTROS ,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
RELIANCE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
PWC,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
BYJU'S,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
VISTAAR,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
DELOITTE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
SAP,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
BARCLAYS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
JACOB'S,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
BNP PARIBAS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
JIO,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
QUINNOX,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
MEDITAB,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
MEDTRONIC,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
TRANSASIA,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
JP MORGAN,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
MEDIA.NET,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
DIRECTI,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
EY,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
TEACH FOR INDIA,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
SECLORE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018
MORGAN STANLEY,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
J.P. MORGAN  & CHASE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
TATA CONSULTANCY SERVICES,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
TECH-MAHINDRA,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
I-GATE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
PROTIGRITY,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
PERSISTENT SYSTEMS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
INGRAM MICRO PVT  LTD,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
GEP,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
MIRRAW INFOTECH,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
FRACTAL ANALYTICS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
LNT INFOTECH,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
PARAMATRIX,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
INDIAN NAVY,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
ATOS INDIA LTD.,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
SMG CONVONIX,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
E-EMPHASYS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
TERADATA,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
ZEUS ELEARNING,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
VISTAAR SOLUTIONS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
RELIANCE JIO (4G),RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
ERICSSON,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
RELIANCE RETAIL,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
ALEPO TECHNOLOGIES,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
ZTE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
BYJU'S (THINK & LEARN),RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
DEEPAK FERTILIZERS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
SCHNEIDER ELECTRIC,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
SEMIKRON,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016
GE HEALTHCARE INTERNSHIP,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
J.P. MORGAN & CHASE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
TATA CONSULTANCY SERVICES,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
CAP-GEMINI,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
TECH-MAHINDRA,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
PROTEGRITY,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
ZYCUS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
MAJESCO,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
INGRAM MICRO,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
RELIANCE JIO,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
L&T CORE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
MEDIA.NET,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
L&T INFOTECH,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
ALEPO TECHNOLOGIES,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
SCIATIVE SOLUTION,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
MOUTHSHUT,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
HINDUJA GLOBAL SOLUTION,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
NUCSOFT,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
SMG CONVONIX,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
ATOS INDIA LTD,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
TERADATA,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
BITWISE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
WISDMLABS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
RELIANCE RETAIL,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
MIRRAW INFOTECH,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
RELIANCE JIO (BOND),RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
INDIAN NAVY,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
ASAHI FLOAT GLASS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
ERICSSON,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
UNOTECH SYSTEMS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
MAXVAL TECHNOLOGIES,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
HOME REVISE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
QAD,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
TECHNIFAB,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
QSPIDERS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
TIBCO,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
BYJUS (THINK & LEARN),RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
SUPERTECH,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
INCOGNITO FORENSIC,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
SCHNEIDER ELECTRIC,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
UBISOFT,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
BANNER ENGINEERING,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
ACCENTURE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017
SUPERTECH PVT. LTD.,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018
SYNTEL,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018
TCS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018
TERADATA,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018
TIAA,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018
TIBCO SOFTWARE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018
TIME,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018
UGAM SOLUTIONS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018
ACROTREND,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
COCACOLA,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
BITWISE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
BLUESTAR LTD,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
STERLING WILSON,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
SANMAR GROUP,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
PROTOTECH,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
TORRENT POWER,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ZEUS LEARNING,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
RELIANCE JIO,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
NUCSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
QUINNOX,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
RAVE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
INFINITE COMPUTING,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ECLERX,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
GAJSHIELD,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
QAD,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
INFOGAIN,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
RELIANCE RETAIL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
MAPLE DIGITAL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
STELLAR,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
TESSARACT GLOBAL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
INTERACT CRM,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
PRIMETAL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
REIN LABS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ACS INTERNATIONAL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
KOTAK INSURANCE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ATOMBERG,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
NIKHIL COMFORT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ALEPO,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
GUJRAT SIDHEE CEMENT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
RELIANCE COM,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
BYJU (THINK&LEARN),LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
DMART,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018
ADARSH ELECTRICAL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
VIRTUSA POLARIS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
NEOSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
MINEMAN SYSTEM,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
SYNTEL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
ETOUCH SYSTEM,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
SQUARE ONE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
RIVIGO,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
TRIKONA INFINITE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
OUSTFIRE SAFETY,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
TOSHIBA ELEVATORS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
BALMER LAWRIE-TRI-  SURE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
VIDCAST,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
ANIL VERMA &   ASSOCIATES,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
KRUGER INDIA,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
COSMOS GROUP,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
HEXAWARE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
OZONE AC,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
GLOBAL CAPO,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
HERE SOLUTIONS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
ERICSSON,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
GEEKAY INFOTECH,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
L&T INFOTECH,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
GEP SOLUTION,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
POLFROST AIRCON,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017
L&T INFOTECH,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
FISERV,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
RUSTOMJEE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
SANMAR GROUP,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
VISTAAR,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
INFOGAIN CORP(MCA),LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
ALLERIN,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
BITWISE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
SUDERLAND,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
ACROTREND,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
POLARIS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
TCRC,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
ZEUS LEARNING,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
QAD,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
PENTAIR,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
TORRENT POWER,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
SYNTEL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
NUCSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
INDUS TOWER,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
CONTROL PRINT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
NEOSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
TCS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
RELIANCE RETAIL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
ALLERIN (JR.DEV),LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
SYNERGY CONSULTANT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
A-EBERLE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
INTELEGAIN,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
INFOGAIN CORP (BE),LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
ENERGY SYSTEM,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
WASAN GROUP,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
SYSTENICS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
ORIENT TECHNOLOGIES,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
FLIPKART-INSTAKART,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
HERE SOLUTIONS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
BHARAT WIRES & ROPES  NA,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
RELIANCE JIO,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
VVF,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
XL DYNAMICS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
ORANGE BUSINESS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
REIN LABS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
HCL TECHNOLOGIES,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
J GROUP ROBOTICS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
MPIL,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
CAV AERO LLP,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
TREKBIN,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
QUINNOX,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
MAHINDRA (SALES),LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016
ALIYANCE FUTURE EXPEREINCE TECHNOLOGIES,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
AMAZON DEVELOPMENT CENTRE LTD.- C S A,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
BANK OF AMERICA,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
BARCLAYS BANK PLC,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
BHARTI AIRTEL LTD.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
CAPGEMINI CONSULTING INDIA P. LTD.,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
CITIUS TECH INC,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018
